epoch,accuracy,loss,val_accuracy,val_loss
0,0.38112372159957886,1.3123211860656738,0.4639769494533539,1.2551355361938477
1,0.6520896553993225,0.9558916091918945,0.6685879230499268,0.9108176231384277
2,0.796291172504425,0.57399982213974,0.7089337110519409,0.7811671495437622
3,0.8394685983657837,0.41522806882858276,0.7060518860816956,0.7821999788284302
4,0.8765568733215332,0.33400028944015503,0.6858789920806885,0.835711658000946
5,0.9072792530059814,0.2712571918964386,0.6916426420211792,0.8514742255210876
6,0.9272072911262512,0.22789648175239563,0.6858789920806885,0.896487295627594
7,0.9410462379455566,0.1876676380634308,0.6916426420211792,0.9769058227539062
8,0.9543315768241882,0.15532945096492767,0.6916426420211792,1.0510286092758179
9,0.9604207277297974,0.1382843554019928,0.6887608170509338,1.1137441396713257
10,0.9640188217163086,0.12054195255041122,0.6829971075057983,1.1273175477981567
11,0.9712150692939758,0.10890745371580124,0.680115282535553,1.2286865711212158
12,0.9701079726219177,0.09811944514513016,0.6945244669914246,1.2548389434814453
13,0.9712150692939758,0.09555231779813766,0.6772334575653076,1.2846519947052002
14,0.9709382653236389,0.0878293365240097,0.6887608170509338,1.336837887763977
15,0.9745364189147949,0.07999995350837708,0.6974063515663147,1.3160972595214844
16,0.9745364189147949,0.0769389197230339,0.6887608170509338,1.3735976219177246
17,0.9731525182723999,0.07727570086717606,0.6916426420211792,1.381021499633789
18,0.9761970639228821,0.06608253717422485,0.6916426420211792,1.4494649171829224
19,0.976473867893219,0.07288799434900284,0.6772334575653076,1.4785810708999634
20,0.9800719618797302,0.06211083009839058,0.6974063515663147,1.4678140878677368
21,0.9761970639228821,0.06706149876117706,0.6858789920806885,1.503314733505249
22,0.9789648652076721,0.06356409937143326,0.6829971075057983,1.5162302255630493
23,0.9786880612373352,0.06275350600481033,0.6858789920806885,1.539142370223999
24,0.9789648652076721,0.06521615386009216,0.6945244669914246,1.5600956678390503
